Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ",Adjusted Filter Mass Recovered (g),Adjusted Filter Surface Area Recovered (cm2),"Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) 
M6,B,2,12,a ,0.45301,12/12/2025,5.13262,1/22/2026,63.61725116,5.31,1,7.15174,0.45301,58.30725116,1.56611,0.02685961,41,0.000655112,6.55112428
M6,B,2,12,b ,0.45412,12/12/2025,5.10008,1/22/2026,63.61725116,5.31,1,7.43715,0.45412,58.30725116,1.88295,0.032293582,41,0.000787648,7.876483429
M6,B,2,12,c,0.4535,12/12/2025,5.11178,1/22/2026,63.61725116,5.31,1,6.90876,0.4535,58.30725116,1.34348,0.023041388,41,0.000561985,5.619850743
M6,B,2,18,a,0.45282,12/12/2025,5.11403,1/22/2026,63.61725116,5.31,1,6.65685,0.45282,58.30725116,1.09,0.018694073,41,0.000455953,4.55952996
M6,B,2,18,b ,0.44842,12/12/2025,5.121,1/22/2026,63.61725116,5.31,1,6.80506,0.44842,58.30725116,1.23564,0.021191875,41,0.000516875,5.168750091
M6,B,2,18,c,0.45298,12/12/2025,5.12604,1/22/2026,63.61725116,5.31,1,6.41912,0.45298,58.30725116,0.8401,0.014408157,41,0.000351418,3.514184513
M6,B,2,24,a ,0.44962,12/12/2025,5.0761,1/22/2026,63.61725116,5.31,1,6.32944,0.44962,58.30725116,0.80372,0.01378422,41,0.0003362,3.362004972
M6,B,2,24,b ,0.45371,12/12/2025,5.11244,1/22/2026,63.61725116,5.31,1,6.5121,0.45371,58.30725116,0.94595,0.01622354,41,0.000395696,3.956960886
M6,B,2,24,c,0.45131,12/12/2025,5.09858,1/22/2026,63.61725116,5.31,1,6.67539,0.45131,58.30725116,1.1255,0.019302916,41,0.000470803,4.708028413
M6,B,2,48,a ,0.45095,12/12/2025,5.12404,1/22/2026,63.61725116,5.31,1,6.65097,0.45095,58.30725116,1.07598,0.018453622,41,0.000450088,4.500883529
M6,B,2,48,b ,0.44857,12/12/2025,5.04477,1/22/2026,63.61725116,5.31,1,6.88067,0.44857,58.30725116,1.38733,0.023793439,41,0.000580328,5.803277706
M6,B,2,48,c,0.45052,12/12/2025,5.11969,1/22/2026,63.61725116,5.31,1,6.87779,0.45052,58.30725116,1.30758,0.022425684,41,0.000546968,5.469679069
M6,B,,,E1 ,NA,NA,5.12041,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,B,,,E2 ,NA,NA,5.13469,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,B,,,E3,NA,NA,5.13838,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,B,,,E4 ,NA,NA,5.12753,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,G,1,0.5,a,4.742,12/11/2025,2.71332,1/23/2026,63.61725116,5.31,1,7.28226,4.742,58.30725116,-0.17306,-0.00296807,43,-6.90249E-05,-0.690248825
M6,G,1,0.5,b ,4.58326,12/11/2025,2.72589,1/23/2026,63.61725116,5.31,1,7.14448,4.58326,58.30725116,-0.16467,-0.002824177,43,-6.56785E-05,-0.656785358
M6,G,1,0.5,c,4.5538,12/11/2025,2.72086,1/23/2026,63.61725116,5.31,1,7.13565,4.5538,58.30725116,-0.13901,-0.002384095,43,-5.54441E-05,-0.554440594
M6,G,1,2,a,4.58441,12/11/2025,2.74076,1/23/2026,63.61725116,5.31,1,7.34432,4.58441,58.30725116,0.01915,0.000328433,43,7.63797E-06,0.076379666
M6,G,1,2,b ,4.63373,12/11/2025,2.32348,1/23/2026,63.61725116,5.31,1,7.48443,4.63373,58.30725116,0.52722,0.0090421,43,0.000210281,2.102813971
M6,G,1,2,c,4.51944,12/11/2025,2.35409,1/23/2026,63.61725116,5.31,1,6.96643,4.51944,58.30725116,0.0929,0.001593284,43,3.70531E-05,0.370531121
M6,G,1,6,a,0.45259,12/11/2025,2.33602,1/23/2026,63.61725116,5.31,1,3.29183,0.45259,58.30725116,0.50322,0.008630487,43,0.000200709,2.007090107
M6,G,1,6,b ,0.45077,12/11/2025,2.29283,1/23/2026,63.61725116,5.31,1,3.47597,0.45077,58.30725116,0.73237,0.01256053,43,0.000292105,2.921053578
M6,G,1,6,c,0.45514,12/11/2025,2.10295,1/23/2026,63.61725116,5.31,1,3.18479,0.45514,58.30725116,0.6267,0.010748234,43,0.000249959,2.499589385
M6,G,1,12,a,0.45445,12/11/2025,2.30403,1/23/2026,63.61725116,5.31,1,2.95346,0.45445,58.30725116,0.19498,0.003344009,43,7.77677E-05,0.777676621
M6,G,1,12,b ,0.4517,12/11/2025,2.08047,1/23/2026,63.61725116,5.31,1,2.77224,0.4517,58.30725116,0.24007,0.004117327,43,9.57518E-05,0.957517829
M6,G,1,12,c,0.45363,12/11/2025,2.41502,1/23/2026,63.61725116,5.31,1,3.09878,0.45363,58.30725116,0.23013,0.00394685,43,9.17872E-05,0.917872196
M6,G,1,18,a,0.45411,12/11/2025,2.29371,1/23/2026,63.61725116,5.31,1,3.13728,0.45411,58.30725116,0.38946,0.006679444,43,0.000155336,1.553358994
M6,G,1,18,b ,0.45382,12/11/2025,2.43729,1/23/2026,63.61725116,5.31,1,9.77413,0.45382,58.30725116,6.88302,0.11804741,43,0.002745289,27.45288611
M6,G,1,18,c,0.45313,12/11/2025,2.44859,1/23/2026,63.61725116,5.31,1,7.97433,0.45313,58.30725116,5.07261,0.086997927,43,0.002023208,20.23207613
M6,G,1,24,a ,0.45078,12/11/2025,2.43207,1/23/2026,63.61725116,5.31,1,4.2072,0.45078,58.30725116,1.32435,0.022713298,43,0.000528216,5.282162441
M6,G,1,24,b ,0.44612,12/11/2025,2.04632,1/23/2026,63.61725116,5.31,1,4.83306,0.44612,58.30725116,2.34062,0.040142863,43,0.000933555,9.335549554
M6,G,1,24,c,0.44885,12/11/2025,2.06972,1/23/2026,63.61725116,5.31,1,4.79802,0.44885,58.30725116,2.27945,0.039093765,43,0.000909157,9.091573357
M6,G,1,48,a,0.44824,12/11/2025,2.05756,1/23/2026,63.61725116,5.31,1,2.85165,0.44824,58.30725116,0.34585,0.005931509,43,0.000137942,1.379420757
M6,G,1,48,b ,0.44825,12/11/2025,2.10295,1/23/2026,63.61725116,5.31,1,2.79837,0.44825,58.30725116,0.24717,0.004239095,43,9.85836E-05,0.985836139
M6,G,1,48,c,0.44733,12/11/2025,2.09392,1/23/2026,63.61725116,5.31,1,2.9167,0.44733,58.30725116,0.37545,0.006439165,43,0.000149748,1.497480189
M6,G,2,0.5,a,4.5428,12/11/2025,5.1029,1/23/2026,63.61725116,5.31,1,17.90647,4.5428,58.30725116,8.26077,0.141676547,43,0.003294803,32.94803415
M6,G,2,0.5,b ,4.48294,12/11/2025,5.13385,1/23/2026,63.61725116,5.31,1,9.78462,4.48294,58.30725116,0.16783,0.002878373,43,6.69389E-05,0.669389
M6,G,2,0.5,c,4.51181,12/11/2025,5.09668,1/23/2026,63.61725116,5.31,1,9.6566,4.51181,58.30725116,0.04811,0.000825112,43,1.91886E-05,0.191886461
M6,G,2,2,a,4.58861,12/11/2025,5.11073,1/23/2026,63.61725116,5.31,1,315.89,4.58861,58.30725116,306.19066,5.251330733,43,0.122123971,1221.239705
M6,G,2,2,b ,4.44723,12/11/2025,5.10523,1/23/2026,63.61725116,5.31,1,275.51,4.44723,58.30725116,265.95754,4.561311581,43,0.106077014,1060.770135
M6,G,2,2,c,4.57979,12/11/2025,5.0809,1/23/2026,63.61725116,5.31,1,234.86,4.57979,58.30725116,225.19931,3.862286517,43,0.089820617,898.2061667
M6,G,2,6,a,0.45005,12/11/2025,5.15727,1/23/2026,63.61725116,5.31,1,6.70746,0.45005,58.30725116,1.10014,0.018867979,43,0.00043879,4.387902131
M6,G,2,6,b ,0.44692,12/11/2025,5.15083,1/23/2026,63.61725116,5.31,1,6.87403,0.44692,58.30725116,1.27628,0.021888873,43,0.000509044,5.090435519
M6,G,2,6,c,0.44553,12/11/2025,5.11659,1/23/2026,63.61725116,5.31,1,6.77303,0.44553,58.30725116,1.21091,0.020767743,43,0.000482971,4.829707646
M6,G,2,12,a,0.44698,12/11/2025,5.12332,1/23/2026,63.61725116,5.31,1,7.05586,0.44698,58.30725116,1.48556,0.025478135,43,0.000592515,5.925147608
M6,G,2,12,b ,0.44763,12/11/2025,5.1085,1/23/2026,63.61725116,5.31,1,8.50874,0.44763,58.30725116,2.95261,0.050638813,43,0.001177647,11.77646819
M6,G,2,12,c,0.44646,12/11/2025,5.15011,1/23/2026,63.61725116,5.31,1,7.59568,0.44646,58.30725116,1.99911,0.034285787,43,0.000797344,7.973438862
M6,G,2,18,a,0.44861,12/11/2025,5.10581,1/23/2026,63.61725116,5.31,1,6.10503,0.44861,58.30725116,0.55061,0.009443251,43,0.00021961,2.196104853
M6,G,2,18,b ,0.44626,12/11/2025,5.13193,1/23/2026,63.61725116,5.31,1,6.49856,0.44626,58.30725116,0.92037,0.015784829,43,0.000367089,3.670890509
M6,G,2,18,c,0.45182,12/11/2025,5.14691,1/23/2026,63.61725116,5.31,1,6.45756,0.45182,58.30725116,0.85883,0.014729386,43,0.000342544,3.425438569
M6,G,2,24,a ,0.44704,12/11/2025,5.11248,1/23/2026,63.61725116,5.31,1,6.0158,0.44704,58.30725116,0.45628,0.007825442,43,0.000181987,1.819870184
M6,G,2,24,b ,0.45168,12/11/2025,5.12754,1/23/2026,63.61725116,5.31,1,5.88259,0.45168,58.30725116,0.30337,0.005202955,43,0.000120999,1.209989519
M6,G,2,24,c,0.45263,12/11/2025,5.13483,1/23/2026,63.61725116,5.31,1,5.98018,0.45263,58.30725116,0.39272,0.006735354,43,0.000156636,1.566361486
M6,G,2,48,a,0.45133,12/11/2025,5.12392,1/23/2026,63.61725116,5.31,1,5.94435,0.45133,58.30725116,0.3691,0.006330259,43,0.000147215,1.47215325
M6,G,2,48,b ,0.45153,12/11/2025,5.1351,1/23/2026,63.61725116,5.31,1,5.86752,0.45153,58.30725116,0.28089,0.004817411,43,0.000112033,1.120328167
M6,G,2,48,c,0.45555,12/11/2025,5.10919,1/23/2026,63.61725116,5.31,1,5.83632,0.45555,58.30725116,0.27158,0.00465774,43,0.00010832,1.083195285
M6,G,,,E-1 ,,NA,5.11031,NA,63.61725116,5.31,1,,0,58.30725116,-5.11031,-0.087644502,#VALUE!,#VALUE!,#VALUE!
M6,G,,,E-2 ,,NA,5.1406,NA,63.61725116,5.31,1,,0,58.30725116,-5.1406,-0.088163992,#VALUE!,#VALUE!,#VALUE!
M6,G,,,E-3 ,,NA,5.13214,NA,63.61725116,5.31,1,,0,58.30725116,-5.13214,-0.088018898,#VALUE!,#VALUE!,#VALUE!
M6,G,,,E-4 ,,NA,5.15761,NA,63.61725116,5.31,1,,0,58.30725116,-5.15761,-0.088455722,#VALUE!,#VALUE!,#VALUE!
M6,C,1,0.5,a,4.38617,12/3/2025,6.68163,1/10/2026,63.61725116,5.31,1,11.09944,4.38617,58.30725116,0.03164,0.000542643,38,1.42801E-05,0.142800692
M6,C,1,0.5,b ,4.13239,12/3/2025,6.67454,1/10/2026,63.61725116,5.31,1,11.58682,4.13239,58.30725116,0.77989,0.013375523,38,0.000351987,3.519874569
M6,C,1,0.5,c,4.58405,12/3/2025,6.64505,1/10/2026,63.61725116,5.31,1,11.28929,4.58405,58.30725116,0.06019,0.00103229,38,2.71655E-05,0.271655298
M6,C,1,2,a,4.50934,12/3/2025,6.73003,1/10/2026,63.61725116,5.31,1,11.39371,4.50934,58.30725116,0.15434,0.002647012,38,6.96582E-05,0.696582135
M6,C,1,2,b ,4.17631,12/3/2025,6.64932,1/10/2026,63.61725116,5.31,1,10.99806,4.17631,58.30725116,0.17243,0.002957265,38,7.78228E-05,0.778227663
M6,C,1,2,c,4.31761,12/3/2025,6.95564,1/10/2026,63.61725116,5.31,1,11.42296,4.31761,58.30725116,0.14971,0.002567605,38,6.75686E-05,0.675685573
M6,C,1,6,a,0.44609,12/3/2025,6.9575,1/10/2026,63.61725116,5.31,1,7.47329,0.44609,58.30725116,0.0697,0.001195392,38,3.14577E-05,0.314576745
M6,C,1,6,b ,0.44438,12/3/2025,6.89892,1/10/2026,63.61725116,5.31,1,7.74529,0.44438,58.30725116,0.40199,0.00689434,38,0.00018143,1.814299937
M6,C,1,6,c,0.44784,12/3/2025,6.95237,1/10/2026,63.61725116,5.31,1,7.70053,0.44784,58.30725116,0.30032,0.005150646,38,0.000135543,1.355433113
M6,C,1,12,a,0.44704,12/3/2025,6.62247,1/10/2026,63.61725116,5.31,1,7.71844,0.44704,58.30725116,0.64893,0.011129491,38,0.000292881,2.928813299
M6,C,1,12,b ,0.44661,12/3/2025,6.93452,1/10/2026,63.61725116,5.31,1,8.11703,0.44661,58.30725116,0.7359,0.012621072,38,0.000332133,3.321334669
M6,C,1,12,c,0.4451,12/3/2025,6.95373,1/10/2026,63.61725116,5.31,1,7.92173,0.4451,58.30725116,0.5229,0.00896801,38,0.000236,2.36000258
M6,C,1,18,a,0.44578,12/3/2025,6.6653,1/10/2026,63.61725116,5.31,1,7.46493,0.44578,58.30725116,0.35385,0.006068713,38,0.000159703,1.597029858
M6,C,1,18,b ,0.44571,12/3/2025,6.67394,1/10/2026,63.61725116,5.31,1,7.49022,0.44571,58.30725116,0.37057,0.00635547,38,0.000167249,1.672492171
M6,C,1,18,c,0.44897,12/3/2025,6.63938,1/10/2026,63.61725116,5.31,1,7.48817,0.44897,58.30725116,0.39982,0.006857123,38,0.000180451,1.804506084
M6,C,1,24,a ,0.4456,12/3/2025,6.98933,1/10/2026,63.61725116,5.31,1,7.85517,0.4456,58.30725116,0.42024,0.007207337,38,0.000189667,1.896667593
M6,C,1,24,b ,0.4463,12/3/2025,6.65508,1/10/2026,63.61725116,5.31,1,7.45753,0.4463,58.30725116,0.35615,0.00610816,38,0.000160741,1.607410439
M6,C,1,24,c,0.45238,12/3/2025,6.68228,1/10/2026,63.61725116,5.31,1,7.55167,0.45238,58.30725116,0.41701,0.007151941,38,0.000188209,1.882089646
M6,C,1,48,a,0.45142,12/3/2025,6.67279,1/10/2026,63.61725116,5.31,1,7.80481,0.45142,58.30725116,0.6806,0.011672648,38,0.000307175,3.07174939
M6,C,1,48,b ,0.45014,12/3/2025,6.62709,1/10/2026,63.61725116,5.31,1,8.16055,0.45014,58.30725116,1.08332,0.018579507,38,0.000488934,4.889344033
M6,C,1,48,c,0.45338,12/3/2025,6.67319,1/10/2026,63.61725116,5.31,1,7.994513,0.45338,58.30725116,0.867943,0.014885679,38,0.000391728,3.917283838
M6,C,2,0.5,a,4.2915,12/3/2025,6.57759,1/10/2026,63.61725116,5.31,1,10.87721,4.2915,58.30725116,0.00812,0.000139262,38,3.6648E-06,0.036647965
M6,C,2,0.5,b ,4.36458,12/3/2025,6.64163,1/10/2026,63.61725116,5.31,1,11.01831,4.36458,58.30725116,0.0121,0.000207521,38,5.46109E-06,0.054610884
M6,C,2,0.5,c,4.17125,12/3/2025,6.65157,1/10/2026,63.61725116,5.31,1,10.82962,4.17125,58.30725116,0.0068,0.000116624,38,3.06904E-06,0.030690414
M6,C,2,2,a,4.17166,12/3/2025,6.69409,1/10/2026,63.61725116,5.31,1,10.9444,4.17166,58.30725116,0.07865,0.001348889,38,3.54971E-05,0.354970746
M6,C,2,2,b ,4.29872,12/3/2025,6.63748,1/10/2026,63.61725116,5.31,1,10.99262,4.29872,58.30725116,0.05642,0.000967633,38,2.5464E-05,0.254640171
M6,C,2,2,c,4.34744,12/3/2025,6.66003,1/10/2026,63.61725116,5.31,1,11.09973,4.34744,58.30725116,0.09226,0.001582307,38,4.16397E-05,0.416396707
M6,C,2,6,a,0.45258,12/3/2025,6.71616,1/10/2026,63.61725116,5.31,1,7.57719,0.45258,58.30725116,0.40845,0.007005132,38,0.000184346,1.84345583
M6,C,2,6,b ,0.45386,12/3/2025,6.66605,1/10/2026,63.61725116,5.31,1,7.66633,0.45386,58.30725116,0.54642,0.00937139,38,0.000246616,2.466155306
M6,C,2,6,c,0.44979,12/3/2025,6.6729,1/10/2026,63.61725116,5.31,1,7.93125,0.44979,58.30725116,0.80856,0.013867229,38,0.000364927,3.649270771
M6,C,2,12,a,0.45548,12/3/2025,6.60207,1/10/2026,63.61725116,5.31,1,7.4919,0.45548,58.30725116,0.43435,0.007449331,38,0.000196035,1.960350202
M6,C,2,12,b ,0.45617,12/3/2025,6.68328,1/10/2026,63.61725116,5.31,1,7.60068,0.45617,58.30725116,0.46123,0.007910337,38,0.000208167,2.081667604
M6,C,2,12,c,0.45403,12/3/2025,6.64027,1/10/2026,63.61725116,5.31,1,7.50133,0.45403,58.30725116,0.40703,0.006980778,38,0.000183705,1.83704695
M6,C,2,18,a,0.45623,12/3/2025,6.57653,1/10/2026,63.61725116,5.31,1,7.42645,0.45623,58.30725116,0.39369,0.00675199,38,0.000177684,1.776839579
M6,C,2,18,b ,0.45535,12/3/2025,6.57643,1/10/2026,63.61725116,5.31,1,7.48934,0.45535,58.30725116,0.45756,0.007847394,38,0.00020651,2.065103806
M6,C,2,18,c,0.4553,12/3/2025,6.67419,1/10/2026,63.61725116,5.31,1,7.62236,0.4553,58.30725116,0.49287,0.00845298,38,0.000222447,2.224468295
M6,C,2,24,a ,0.45494,12/3/2025,6.62075,1/10/2026,63.61725116,5.31,1,7.56168,0.45494,58.30725116,0.48599,0.008334984,38,0.000219342,2.193416817
M6,C,2,24,b ,0.45179,12/3/2025,6.57673,1/10/2026,63.61725116,5.31,1,7.51211,0.45179,58.30725116,0.48359,0.008293823,38,0.000218258,2.182584906
M6,C,2,24,c,0.45281,12/3/2025,6.61288,1/10/2026,63.61725116,5.31,1,7.52626,0.45281,58.30725116,0.46057,0.007899018,38,0.000207869,2.078688828
M6,C,2,48,a,0.44993,12/3/2025,6.63735,1/10/2026,63.61725116,5.31,1,9.1493,0.44993,58.30725116,2.06202,0.035364727,38,0.000930651,9.306507018
M6,C,2,48,b ,0.45233,12/3/2025,6.66888,1/10/2026,63.61725116,5.31,1,9.04096,0.45233,58.30725116,1.91975,0.032924721,38,0.00086644,8.664400368
M6,C,2,48,c,0.45129,12/3/2025,6.98651,1/10/2026,63.61725116,5.31,1,9.88487,0.45129,58.30725116,2.44707,0.041968537,38,0.001104435,11.04435172
M6,C,,,E-1 ,,NA,,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,C,,,E-2 ,,NA,,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,C,,,E-3 ,,NA,,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,C,,,E-4 ,,NA,,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,S,1,0.5,a,4.39591,12/2/2025,6.71851,1/11/2026,63.61725116,5.31,1,11.22753,4.39591,58.30725116,0.11311,0.001939896,40,4.84974E-05,0.484973986
M6,S,1,0.5,b ,4.63521,12/2/2025,6.59615,1/11/2026,63.61725116,5.31,1,11.28055,4.63521,58.30725116,0.04919,0.000843634,40,2.10909E-05,0.210908588
M6,S,1,0.5,c,4.38434,12/2/2025,6.65799,1/11/2026,63.61725116,5.31,1,11.15889,4.38434,58.30725116,0.11656,0.001999065,40,4.99766E-05,0.499766314
M6,S,1,2,a,4.36189,12/2/2025,6.66285,1/11/2026,63.61725116,5.31,1,11.20002,4.36189,58.30725116,0.17528,0.003006144,40,7.51536E-05,0.751536029
M6,S,1,2,b ,4.22012,12/2/2025,7.00418,1/11/2026,63.61725116,5.31,1,11.38436,4.22012,58.30725116,0.16006,0.002745113,40,6.86278E-05,0.686278279
M6,S,1,2,c,4.36378,12/2/2025,7.02177,1/11/2026,63.61725116,5.31,1,11.45344,4.36378,58.30725116,0.06789,0.001164349,40,2.91087E-05,0.291087295
M6,S,1,6,a,0.44748,12/2/2025,6.91582,1/11/2026,63.61725116,5.31,1,7.70738,0.44748,58.30725116,0.34408,0.005901153,40,0.000147529,1.475288207
M6,S,1,6,b ,0.44462,12/2/2025,7.03461,1/11/2026,63.61725116,5.31,1,7.76157,0.44462,58.30725116,0.28234,0.004842279,40,0.000121057,1.210569845
M6,S,1,6,c,0.44616,12/2/2025,6.99118,1/11/2026,63.61725116,5.31,1,7.57383,0.44616,58.30725116,0.13649,0.002340875,40,5.85219E-05,0.585218808
M6,S,1,12,a,0.44365,12/2/2025,6.94851,1/11/2026,63.61725116,5.31,0.75,7.63465,0.3327375,42.40293837,0.3534025,0.008334387,40,0.00020836,2.08359676
M6,S,1,12,b ,0.44718,12/2/2025,7.0286,1/11/2026,63.61725116,5.31,0.75,7.8353,0.335385,42.40293837,0.471315,0.01111515,40,0.000277879,2.77878738
M6,S,1,12,c,0.44334,12/2/2025,6.6343,1/11/2026,63.61725116,5.31,1,7.44138,0.44334,58.30725116,0.36374,0.006238332,40,0.000155958,1.55958304
M6,S,1,18,a,0.44516,12/2/2025,6.67171,1/11/2026,63.61725116,5.31,1,7.47245,0.44516,58.30725116,0.35558,0.006098384,40,0.00015246,1.524595968
M6,S,1,18,b ,0.44721,12/2/2025,6.59105,1/11/2026,63.61725116,5.31,1,7.36487,0.44721,58.30725116,0.32661,0.005601533,40,0.000140038,1.400383286
M6,S,1,18,c,0.44671,12/2/2025,6.6279,1/11/2026,63.61725116,5.31,1,7.43505,0.44671,58.30725116,0.36044,0.006181735,40,0.000154543,1.545433856
M6,S,1,24,a ,0.44614,12/2/2025,6.61722,1/11/2026,63.61725116,5.31,1,7.49977,0.44614,58.30725116,0.43641,0.007484661,40,0.000187117,1.871165212
M6,S,1,24,b ,0.44699,12/2/2025,6.96418,1/11/2026,63.61725116,5.31,1,7.91424,0.44699,58.30725116,0.50307,0.008627915,40,0.000215698,2.15697872
M6,S,1,24,c,0.44487,12/2/2025,6.98029,1/11/2026,63.61725116,5.31,1,7.88466,0.44487,58.30725116,0.4595,0.007880666,40,0.000197017,1.970166621
M6,S,1,48,a,0.44462,12/2/2025,6.94216,1/11/2026,63.61725116,5.31,1,11.51052,0.44462,58.30725116,4.12374,0.070724308,40,0.001768108,17.68107704
M6,S,1,48,b ,0.44714,12/2/2025,6.93485,1/11/2026,63.61725116,5.31,1,13.96024,0.44714,58.30725116,6.57825,0.112820445,40,0.002820511,28.20511115
M6,S,1,48,c,0.44687,12/2/2025,6.54973,1/11/2026,63.61725116,5.31,1,14.6513,0.44687,58.30725116,7.6547,0.131282128,40,0.003282053,32.82053196
M6,S,2,0.5,a,4.23919,12/2/2025,6.60967,1/11/2026,63.61725116,5.31,1,10.88756,4.23919,58.30725116,0.0387,0.000663725,40,1.65931E-05,0.165931335
M6,S,2,0.5,b ,4.30844,12/2/2025,6.657,1/11/2026,63.61725116,5.31,1,11.04977,4.30844,58.30725116,0.08433,0.001446304,40,3.61576E-05,0.361575955
M6,S,2,0.5,c,4.40799,12/2/2025,6.63385,1/11/2026,63.61725116,5.31,1,11.12372,4.40799,58.30725116,0.08188,0.001404285,40,3.51071E-05,0.351071258
M6,S,2,2,a,4.60259,12/2/2025,6.68402,1/11/2026,63.61725116,5.31,1,11.50828,4.60259,58.30725116,0.22167,0.003801757,40,9.50439E-05,0.950439249
M6,S,2,2,b ,4.2538,12/2/2025,6.6106,1/11/2026,63.61725116,5.31,1,10.95875,4.2538,58.30725116,0.09435,0.001618152,40,4.04538E-05,0.404538021
M6,S,2,2,c,3.9452,12/2/2025,6.62016,1/11/2026,63.61725116,5.31,1,10.64341,3.9452,58.30725116,0.07805,0.001338599,40,3.3465E-05,0.33464963
M6,S,2,6,a,0.44514,12/2/2025,6.60746,1/11/2026,63.61725116,5.31,1,7.42579,0.44514,58.30725116,0.37319,0.006400405,40,0.00016001,1.600101156
M6,S,2,6,b ,0.44626,12/2/2025,6.61436,1/11/2026,63.61725116,5.31,1,7.38195,0.44626,58.30725116,0.32133,0.005510978,40,0.000137774,1.377744593
M6,S,2,6,c,0.4455,12/2/2025,6.68038,1/11/2026,63.61725116,5.31,1,7.47755,0.4455,58.30725116,0.35167,0.006031325,40,0.000150783,1.507831329
M6,S,2,12,a,0.44652,12/2/2025,6.62521,1/11/2026,63.61725116,5.31,1,7.33694,0.44652,58.30725116,0.26521,0.004548491,40,0.000113712,1.137122719
M6,S,2,12,b ,0.44671,12/2/2025,6.66225,1/11/2026,63.61725116,5.31,1,7.43163,0.44671,58.30725116,0.32267,0.00553396,40,0.000138349,1.383490019
M6,S,2,12,c,0.44621,12/2/2025,6.63441,1/11/2026,63.61725116,5.31,1,7.34504,0.44621,58.30725116,0.26442,0.004534942,40,0.000113374,1.133735491
M6,S,2,18,a,0.44691,12/2/2025,6.65853,1/11/2026,63.61725116,5.31,1,7.4717,0.44691,58.30725116,0.36626,0.006281551,40,0.000157039,1.570387871
M6,S,2,18,b ,0.44613,12/2/2025,6.2719,1/11/2026,63.61725116,5.31,1,7.06025,0.44613,58.30725116,0.34222,0.005869253,40,0.000146731,1.467313212
M6,S,2,18,c,0.44583,12/2/2025,6.29733,1/11/2026,63.61725116,5.31,1,7.09738,0.44583,58.30725116,0.35422,0.006075059,40,0.000151876,1.518764789
M6,S,2,24,a ,0.44525,12/2/2025,6.29987,1/11/2026,63.61725116,5.31,1,7.28153,0.44525,58.30725116,0.53641,0.009199713,40,0.000229993,2.299928351
M6,S,2,24,b ,0.44658,12/2/2025,6.27217,1/11/2026,63.61725116,5.31,1,7.92832,0.44658,58.30725116,1.20957,0.020744761,40,0.000518619,5.186190293
M6,S,2,24,c,0.4458,12/2/2025,6.34262,1/11/2026,63.61725116,5.31,1,7.2888,0.4458,58.30725116,0.50038,0.00858178,40,0.000214544,2.145444992
M6,S,2,48,a,0.44536,12/2/2025,6.32747,1/11/2026,63.61725116,5.31,1,10.83896,0.44536,58.30725116,4.06613,0.069736266,40,0.001743407,17.4340666
M6,S,2,48,b ,0.44505,12/2/2025,6.33099,1/11/2026,63.61725116,5.31,1,12.16242,0.44505,58.30725116,5.38638,0.092379248,40,0.002309481,23.09481194
M6,S,2,48,c,0.44535,12/2/2025,6.30929,1/11/2026,63.61725116,5.31,1,14.76184,0.44535,58.30725116,8.0072,0.137327688,40,0.003433192,34.33192202
M6,S,,,E-1 ,,NA,,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,S,,,E-2 ,,NA,,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M6,S,,,E-3 ,,NA,,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
